id,target
54851,6
34188,0
18170,0
9527,2
17904,0
3821,11
47648,1
17138,2
58492,15
20588,10
24914,0
4238,0
38577,3
56508,14
58654,0
11835,1
41779,0
39663,1
11009,0
35892,0
19264,4
2309,0
55977,14
22019,0
28523,0
43812,6
50439,5
16822,0
8401,0
49726,21
19056,0
55379,18
28711,0
58466,12
14749,0
33957,3
44039,8
25832,0
36419,1
38583,0
40499,4
44805,0
52960,17
13108,3
43678,15
31258,0
8065,10
7811,0
13934,0
39809,3
58002,15
20118,0
36841,3
56198,6
39035,24
20924,2
39207,1
25658,4
50861,17
9385,1
19600,0
8257,2
42598,0
28147,5
27933,0
34518,1
16648,0
31856,4
29095,7
26481,0
2331,0
16214,3
22021,0
7643,0
35096,27
14543,0
20776,1
44233,1
15491,1
52356,16
33361,1
38789,0
40693,1
5928,1
57624,28
11031,0
41741,1
5326,1
44001,8
14771,0
20544,12
21496,2
52164,0
36421,9
33153,0
1786,1
52958,17
39469,0
25036,3
11203,4
12486,1
31604,0
8439,0
43224,3
2103,0
27761,10
13554,1
7471,0
19852,0
22213,32
50633,5
34376,0
18980,0
39831,3
52500,16
4690,4
36045,2
37197,3
44465,1
14315,0
20120,0
25452,1
57072,3
33537,1
43640,0
27305,8
7829,0
31260,0
17590,7
7015,0
46332,1
16442,0
51385,5
8861,0
22677,2
13302,3
28943,3
43472,16
50859,17
2755,0
3687,0
29891,7
49148,14
7227,1
46100,1
36277,16
14127,3
20312,0
5570,15
44657,1
25660,4
11455,0
33705,1
57240,2
15233,1
56968,1
4664,4
53426,0
59920,0
32411,0
11693,0
56154,30
57086,3
24574,0
12016,0
31294,0
23751,7
9947,0
47214,1
6133,1
8895,0
22683,2
43486,0
3673,1
29865,7
42554,0
12224,3
6301,11
23563,8
17756,1
51143,13
49980,5
35406,9
36283,16
4456,0
15001,0
1918,2
5584,1
56366,8
32623,0
38319,2
40203,0
10573,0
3217,0
42130,1
12640,0
55187,18
26475,0
54055,3
13792,0
30510,5
51527,4
35062,12
46590,1
54869,6
6765,0
23107,22
58698,0
20782,1
37735,0
45315,12
4032,0
21650,5
15465,0
1540,0
33395,10
40667,0
10117,1
56702,0
32247,3
14785,0
53042,17
52190,6
59578,24
45127,4
4200,0
10325,4
41587,0
32075,5
12472,1
26647,1
48638,6
30722,0
27795,10
51715,7
23335,0
17100,10
47670,23
18974,0
34382,0
6557,2
44668,0
39200,1
27108,0
9382,1
8250,2
46903,3
55528,19
27934,0
30983,8
48899,6
28140,3
51188,5
7816,1
19435,20
28372,7
13933,0
45588,1
57871,29
58005,0
39032,24
11658,0
37994,12
20923,1
58839,24
33508,3
19051,1
49721,21
8406,3
16019,3
2900,1
28716,0
34349,0
5319,1
33950,0
25835,0
44802,0
38584,0
39456,0
58653,0
11832,1
52369,16
5917,1
39664,1
22822,1
49513,4
8634,9
19263,4
35895,25
13759,0
34947,0
55970,14
26678,11
9520,0
17903,3
48607,6
3826,9
6568,0
24913,0
37538,13
59547,6
45118,4
33198,0
38570,3
52993,17
45924,4
59775,6
40658,0
4831,3
3228,1
19297,4
18345,13
27598,3
9712,0
23904,1
48435,0
29402,3
51518,4
55984,14
7688,3
54856,6
23138,0
4469,1
59311,9
1927,2
15802,5
38326,0
24779,12
9376,13
50892,17
28988,25
51940,2
31099,0
47019,0
17769,1
26812,0
35439,0
9144,3
6930,0
12029,0
28386,7
29254,1
16489,0
59123,0
56957,1
57885,29
5789,3
53419,0
21805,10
37960,1
5109,0
58671,0
39646,1
25219,2
57639,18
38794,0
18393,5
34965,17
19241,0
8616,7
22800,0
28506,3
43837,6
54880,6
13549,1
43239,1
16807,0
28734,0
52179,6
59591,17
33972,0
20559,10
39474,0
52945,17
53897,2
8040,0
7834,0
27318,8
51398,3
7008,0
28350,7
58027,6
14308,0
57853,1
58215,3
33718,3
39222,0
11448,0
19625,0
46921,8
8272,0
49155,19
50844,0
2748,0
22458,3
49969,5
28162,7
27916,3
31289,0
18531,4
6912,1
9166,3
8888,0
29276,0
12837,15
47209,1
17579,3
56975,1
4679,2
59101,5
38136,2
36890,12
56149,19
5599,9
1905,0
53609,4
38304,10
15820,5
12239,0
29878,7
48073,0
9354,13
30169,4
18703,5
31887,27
29044,0
28196,7
30955,0
59757,1
37728,0
58685,0
4813,0
33388,10
38760,2
48417,0
9730,0
18367,5
26468,0
6778,0
29420,4
42911,12
27788,10
48625,6
9502,0
17921,0
19087,0
18969,0
23328,0
3804,1
51708,7
29612,0
59565,24
14798,2
45906,4
38552,11
53863,0
40448,1
10338,0
55535,19
42582,0
31070,0
13320,0
27115,5
46122,6
7205,0
49956,3
17780,21
50047,5
27929,3
44675,0
20330,0
14105,0
4480,1
36255,16
57262,2
14939,3
33727,12
41307,0
25642,4
20102,0
58018,6
14337,1
44447,9
5760,0
45595,1
39813,9
41909,8
33515,1
57050,15
10797,0
37989,10
11645,4
56182,19
25470,1
3497,1
27327,8
43662,0
8843,3
46310,4
7037,1
9991,0
23787,7
36403,13
25828,0
52146,0
20566,2
14753,0
53094,6
44023,8
11221,4
41551,1
40483,1
33171,0
38599,0
13576,5
2121,0
43206,4
16838,7
26691,1
6581,0
34354,0
50611,5
22231,1
16004,0
46774,8
7453,0
19870,11
2313,0
43034,0
54083,0
13744,0
35888,25
55151,18
50423,1
28539,0
43808,6
34166,0
7661,13
22003,2
16236,11
52374,16
21686,4
44211,11
5136,0
20754,1
32291,4
41763,0
11013,0
25226,2
57606,14
1596,37
4222,0
15675,3
20592,10
53060,2
58488,1
56512,14
45939,4
33185,0
24132,0
10307,1
13582,5
42320,17
26665,1
55397,30
12450,32
18956,13
6575,0
17122,2
23317,0
51737,7
46780,8
19884,20
35272,0
48428,0
23919,1
54077,11
18358,13
42112,0
3235,1
17310,7
23125,11
6747,1
35040,0
55999,14
51505,3
52380,16
59768,6
21672,4
4010,33
45337,1
37717,0
53252,3
14595,3
41797,0
24300,1
10135,4
40645,0
1562,0
12206,0
3651,1
2783,0
35424,1
22493,1
51161,13
17774,12
23541,8
6323,11
47004,0
44681,15
53636,1
4474,1
57296,0
56344,4
11483,4
53404,0
38935,3
57898,0
37141,0
5794,0
36093,10
4646,9
45561,0
15211,0
21024,0
40013,7
10763,0
25484,11
59902,23
21818,10
3463,1
12034,0
54621,4
16494,0
12808,0
6111,0
47236,1
50281,21
17546,0
17926,3
30738,0
19080,0
12468,0
34398,0
32853,1
21478,4
33981,3
53058,2
39487,2
45901,4
53864,0
58682,0
56718,0
4814,0
38767,3
24338,0
34996,17
23921,1
48410,0
47458,1
17328,7
42916,12
35078,12
1902,0
40219,10
38303,10
10569,0
15827,5
32639,0
8281,0
48074,0
29043,3
51159,13
26837,3
30952,0
48848,6
28191,7
26239,0
2589,20
9161,3
54619,4
18536,1
6915,0
12830,15
22699,1
6129,9
15229,1
59106,0
56972,1
38131,2
21820,10
20308,0
58212,3
56388,8
39225,3
49152,14
31048,0
8275,0
46926,8
13318,0
50843,0
48080,0
43468,16
31874,0
27911,3
28165,7
7833,1
19410,0
8047,0
9195,3
46328,1
16458,0
28357,7
13916,1
5758,0
57854,1
58020,6
56986,1
57068,0
20906,1
39017,4
25448,9
2119,0
19074,0
49704,21
16800,3
50629,5
28733,0
19848,0
22209,0
59596,17
33975,0
52942,17
39473,0
33149,3
11817,1
58676,0
14559,1
44229,1
39641,1
40689,1
38793,0
34962,17
18394,5
22807,0
8611,0
19246,0
43830,6
28501,3
7659,13
37146,0
38932,3
53403,0
21023,0
45566,8
36094,10
4641,1
24551,0
59905,23
32434,0
25483,11
12033,0
26206,8
3464,25
43691,0
54626,4
18509,0
16493,0
9962,0
50286,21
17541,0
47231,9
6116,0
3656,1
29840,0
28992,0
2784,0
30151,12
51166,13
22494,1
26808,3
48877,6
23546,8
17773,12
53631,5
44686,3
4473,1
15024,20
57291,0
15818,5
32606,10
27582,0
54070,1
9708,0
30535,5
3232,1
12665,0
34195,0
6740,1
23122,11
17317,7
51502,3
42929,2
7692,0
45330,1
21675,4
52387,16
41790,0
32262,0
38758,2
40642,0
24307,0
15672,3
45102,5
4225,0
37522,3
24909,0
53067,2
20595,10
52989,17
56515,14
24135,0
17919,0
30707,2
55390,18
42327,17
23310,0
17125,2
47655,15
18951,13
19883,20
46787,8
51730,7
54084,0
13743,0
2314,0
31413,5
49509,1
12691,1
55156,18
47493,9
34161,0
16231,0
22004,2
7666,0
46541,4
11828,1
21681,4
52373,16
14566,1
20753,1
5131,0
44216,11
25221,2
11014,0
41764,0
32296,4
33344,1
1591,3
57601,14
52141,0
15686,3
36404,13
44024,8
25013,2
57433,0
2126,0
27744,2
18199,0
13571,5
55364,18
26696,1
50616,5
6586,0
34353,0
7454,0
19877,11
46773,8
16003,0
22236,1
5767,0
44440,9
20105,0
52525,3
45592,1
36060,2
57057,15
10790,0
58823,4
33512,1
39028,4
11642,4
56185,19
31245,0
3490,9
43665,0
2542,11
27320,8
7030,0
46317,4
22652,2
23780,7
9996,0
34737,1
42585,0
55532,19
46919,8
13327,0
43457,0
9398,1
29088,1
49951,16
7202,0
46125,6
48883,6
17787,13
50040,5
20337,0
44672,0
4487,1
36252,16
33720,3
25645,4
41300,0
18732,0
9365,13
50881,17
48042,4
29849,3
12208,0
29075,2
26801,0
59302,0
1934,2
53638,1
38335,0
57298,1
59130,0
56944,1
4648,9
57896,3
21816,10
56178,19
43698,0
18500,0
8085,1
28395,7
47238,1
12806,0
29247,0
58486,10
59554,6
32865,2
10309,1
53852,0
45937,4
55399,19
3009,0
9533,0
17910,0
48614,6
18164,2
29623,0
23319,0
18958,0
26459,1
19284,4
54079,0
48426,0
29411,4
55997,14
37719,0
45339,1
38751,2
41799,0
20568,2
58472,10
33943,0
25826,0
44811,0
38597,0
49732,21
16836,7
8415,0
43208,4
35288,4
22831,1
8627,7
35886,0
19270,4
34954,17
28537,0
43806,6
58640,13
5138,0
21688,4
1598,2
5904,1
57608,28
25228,2
39677,1
50875,17
2779,0
49164,19
8243,2
19614,0
28153,5
49958,3
31842,4
11479,0
39213,1
14937,3
57862,28
58016,6
39021,4
10799,0
20930,2
27329,38
7805,1
8071,1
23789,7
13920,1
7039,1
20791,0
4021,1
15476,0
59759,1
1553,33
40674,0
10104,1
24331,3
56711,0
3204,0
42123,0
55194,18
26466,0
13781,3
18369,5
48419,0
51534,4
46583,1
47451,1
6776,0
23114,22
17321,7
19089,0
26654,1
35243,13
7496,0
51706,7
23326,0
17113,2
47663,23
34391,0
6544,2
37514,3
14796,2
33988,23
53051,17
21471,1
52183,6
45134,4
4213,0
10336,0
24103,11
41594,0
32066,5
45908,4
56523,14
9168,3
2580,3
54610,5
12005,0
3452,1
31287,3
47207,1
6120,11
12839,3
51362,3
22690,1
29278,0
4677,2
44482,1
53435,0
21829,2
59933,0
11680,0
56147,19
57095,3
10752,0
24567,0
38138,2
45762,8
36290,16
21227,0
37342,0
56375,8
32630,0
24755,3
43495,0
8288,0
3660,1
42547,0
29876,7
12237,0
26002,8
47035,0
6312,0
23570,8
28198,7
17745,1
31889,27
49993,16
2574,3
27316,8
13123,1
19419,3
31273,0
49369,1
17583,13
7006,0
51396,3
8872,0
41938,11
52513,16
39822,9
36056,2
5751,0
37184,0
14306,0
20133,0
25441,1
11674,0
57061,15
33524,1
45796,1
36264,16
14134,3
20301,0
25673,4
56381,8
11446,0
14908,7
43461,16
48089,0
28950,0
30193,2
2746,0
3694,1
29882,7
55504,14
34533,1
23584,8
22456,3
49967,5
5107,0
44220,0
15482,3
52345,16
40680,0
57637,18
25217,2
41752,0
31425,3
55160,18
26492,0
43005,9
2322,0
16207,0
22032,0
35085,21
34157,0
28508,0
55352,36
43237,1
2110,3
27772,10
13547,1
54280,0
19841,0
46745,3
16035,0
22200,0
50620,5
18993,0
34365,0
44012,8
21485,2
52177,6
25819,0
36432,1
57405,5
33140,0
1795,2
25025,0
11210,4
41900,8
58011,0
5769,0
57865,28
25479,1
36852,0
20937,2
57059,15
7802,1
13927,1
16469,0
28968,25
50872,17
9396,1
13329,0
19613,0
46917,8
8244,2
49163,19
28154,7
17789,13
27920,3
31845,4
29086,10
4489,1
14930,0
19277,4
35881,0
55158,18
8620,7
34953,17
7668,13
28530,0
44218,11
58647,0
14568,1
59795,15
11826,1
5903,1
39670,1
32298,4
33944,0
58475,10
25821,0
15688,3
38590,0
33178,0
44816,3
11228,4
41558,0
52973,17
16831,0
8412,0
49735,21
19045,1
18197,3
2128,0
19879,11
28702,0
50618,5
19283,4
48421,0
9706,9
35049,3
42927,10
29416,4
17319,7
54842,6
59761,1
4019,1
24309,3
39684,1
4825,3
58481,10
53069,2
24907,0
21449,0
59553,6
1759,0
38564,20
45930,4
52987,17
9534,0
17917,0
30709,2
3832,9
46789,8
45568,0
56943,1
15218,12
37148,0
21811,10
37974,1
54628,4
6924,0
8082,1
6118,0
28392,7
50288,21
29240,1
12801,0
9362,13
50886,17
18735,15
3658,1
48879,6
23548,8
26806,3
51168,13
29072,2
59305,0
44688,15
1933,2
38332,0
12492,0
13540,1
27775,10
2117,3
43230,22
22207,0
16032,0
19846,0
34362,0
18994,0
50627,5
14765,0
5332,1
36435,1
1792,2
44829,0
11217,4
25022,20
44227,1
5100,0
20762,1
14557,1
15485,3
52342,16
11819,1
40687,1
33375,10
41755,0
11025,0
25210,2
19248,4
49538,2
31422,3
2325,0
43002,1
7657,13
16200,0
6785,0
54889,0
36263,16
20306,0
41331,0
25674,4
10593,4
57254,2
33711,11
30194,2
2741,0
28957,0
43466,16
13316,0
46928,8
55503,14
31046,0
3693,1
23583,8
34534,1
46114,1
7233,1
16664,0
13124,1
27311,8
43654,0
13918,1
50243,2
28359,7
22663,2
51391,5
46326,1
7001,0
4684,2
36051,2
56988,1
39825,9
20134,0
37183,0
11673,0
25446,1
39019,4
33523,1
24594,0
57066,0
15015,0
36297,0
45765,8
37345,0
5590,1
32637,3
25680,4
10567,0
30160,10
43492,0
29871,7
42540,0
3667,1
17742,1
23577,8
6315,11
47032,0
35412,1
51157,13
54617,5
18538,1
2587,0
30352,0
48248,0
3455,1
31280,0
26237,0
6127,1
47200,1
9953,0
17570,0
22697,1
8881,3
51365,3
4670,2
15227,1
21012,12
53432,0
36899,4
56140,19
59934,0
32405,3
40025,3
57092,3
27781,10
30736,3
51701,7
35244,13
7491,3
18960,0
47664,23
23321,0
14791,2
37513,13
4214,0
45133,4
15643,3
24104,11
10331,12
56524,14
39489,2
41593,0
37721,0
20796,9
53264,0
15471,0
21644,5
4026,1
45301,26
24336,0
1554,37
38769,0
12654,0
3203,0
54041,2
13786,0
34998,17
46584,1
51533,4
17326,7
23113,22
6771,0
47456,11
46524,4
34104,0
17386,31
50441,5
31476,3
55133,18
13726,1
27513,5
43056,0
57664,18
11071,0
25244,2
41701,3
14503,1
44273,10
5154,0
36653,2
4086,0
10391,4
33113,1
52918,17
41533,20
11243,3
56584,19
25076,22
44041,8
5366,1
20504,2
36461,1
46716,8
19812,0
7431,0
16066,3
50673,5
28769,0
34336,0
55301,19
31644,0
17988,12
43264,0
13514,3
59994,15
11627,0
25412,1
57032,0
40085,3
15287,1
39871,1
44425,9
5702,1
20160,0
53492,5
34752,1
6187,11
35680,1
7055,0
22637,0
8821,0
16402,0
18598,9
27345,8
26297,0
7869,1
34560,11
47092,1
50025,3
22405,0
16630,0
46140,6
54485,5
13342,3
2715,0
50819,10
43432,0
28903,5
49108,18
55557,19
19678,0
11415,0
33745,0
57200,0
36237,0
21280,7
20352,0
58248,10
5530,11
32451,0
56114,14
24534,0
10701,4
40071,3
33583,0
15273,2
4624,0
56928,1
20194,0
38957,0
6173,11
47254,5
35674,1
51331,0
30306,0
13184,1
54643,4
26263,0
12056,0
3401,2
6341,1
30908,0
23523,8
48812,6
29019,0
7293,0
35446,0
27183,3
30134,0
9309,0
42514,0
3633,9
46988,2
41391,0
38359,10
1164,0
15041,0
52786,10
21274,7
53654,2
37311,4
22095,1
6725,1
54829,2
17372,22
49598,1
3257,1
26435,2
12600,0
30550,0
2385,1
40627,0
24362,0
10157,11
57690,29
44287,0
37775,0
4072,1
45355,1
21610,5
44889,0
40415,0
32035,13
56570,19
25082,22
5392,1
53002,17
15617,0
32809,1
21422,0
4240,0
36495,0
45167,4
35210,2
51755,1
6517,2
26607,1
12432,13
3065,0
30762,0
43290,2
48678,6
39240,16
36208,0
1993,0
14158,24
58277,2
44628,0
27974,5
28100,5
7258,9
27148,0
18795,2
50826,10
49137,30
55568,8
19647,0
46943,8
28332,9
50228,12
13973,9
19475,0
7856,0
8022,3
49305,13
11618,0
36806,4
33548,0
58879,21
20963,2
58045,6
46729,8
16059,3
29684,3
19011,3
16865,7
57469,1
44842,0
25049,22
33910,4
25875,2
5957,0
4885,0
20709,1
11872,1
52329,6
42987,1
55930,18
28564,0
43855,6
8674,7
31449,3
49553,2
22862,1
19223,21
3866,0
6528,0
26638,1
16891,7
48647,6
17943,0
9560,0
38530,1
53801,0
45964,0
11288,3
37578,34
59507,6
32836,1
45158,4
25881,2
40618,0
4871,0
32238,0
36698,8
59735,5
51558,4
23178,0
8680,7
3268,0
35821,1
18305,0
48475,15
9752,0
56319,4
15842,0
38366,10
4429,0
27980,5
17729,0
30937,0
29026,0
35479,1
26852,8
13389,0
18761,0
9336,0
51900,10
9938,0
13987,1
34799,12
12855,1
29214,13
48223,7
30339,0
9104,1
18553,1
12069,0
19481,3
38154,0
21079,1
56917,1
53839,0
40412,15
10362,0
24157,0
25085,10
32032,13
5395,1
37540,34
45160,4
4247,0
36492,0
21425,0
15610,3
16095,7
51752,1
29648,0
47637,1
6510,9
50680,5
3062,0
26600,1
43297,1
30765,0
51560,4
22092,1
23140,0
17375,22
47405,10
6722,0
12607,0
35819,1
26432,2
3250,1
42177,1
30557,7
2382,1
10150,1
57697,29
24365,0
40620,0
32200,0
4849,3
11082,0
37772,0
44280,2
21617,5
45352,1
4075,1
48815,6
23524,8
47061,3
35441,0
26056,0
51938,2
3634,9
41396,0
56321,4
24701,1
21273,7
59369,0
15046,0
52781,10
45736,0
4411,0
37316,4
53653,2
56113,14
59967,15
32456,3
37918,0
24533,0
41998,0
15274,2
38950,0
20193,0
47253,5
6174,0
23716,7
9900,3
35673,1
46381,0
13183,1
54644,4
30301,0
3406,2
55796,16
26264,0
28138,3
50022,3
47095,11
34567,15
7260,11
46147,6
16637,0
31829,4
49933,5
22402,0
28904,5
2712,15
27170,0
54482,5
55550,19
25627,4
57207,3
33742,0
21287,7
52775,10
36230,1
5537,1
11620,0
21889,0
59993,15
38198,7
58841,24
33570,0
40082,3
57035,15
36002,0
39876,2
52547,3
15280,1
14352,1
5705,1
44422,1
6180,11
8826,0
16405,0
22630,0
35687,1
33114,1
10396,4
25071,22
11244,3
56583,19
33928,4
20503,10
5361,1
45194,4
36466,1
52123,15
22254,1
19815,0
7436,0
34331,0
2978,0
50674,5
3096,0
31643,0
49759,3
55306,13
19029,1
27726,2
13513,0
2144,0
7604,1
46523,4
51594,3
16253,3
22066,0
17381,31
50446,5
34103,0
27514,5
13721,20
24391,0
33326,0
11076,0
10998,4
37786,0
5153,0
44274,10
14504,1
20731,1
52311,6
36654,2
4081,0
13980,9
29213,13
7099,2
12852,0
6977,3
48224,7
3439,0
10739,11
37927,0
56910,1
38361,10
59356,0
15079,0
45709,8
37329,4
58284,2
30930,0
6379,1
26855,8
29021,0
9331,3
48016,4
1538,0
4876,0
25288,2
5198,0
59732,5
21628,5
11881,1
42974,3
29445,4
16298,0
28597,12
22891,9
9755,0
48472,15
18302,0
3861,0
47608,1
17178,0
49792,20
16896,7
31688,1
17944,0
9567,0
53806,13
38537,1
24168,0
56548,14
45963,0
4278,9
32831,1
39623,1
41739,1
11049,0
11875,1
45399,1
55937,18
22059,0
43852,6
28563,0
19224,21
22865,1
49554,2
8673,7
2349,0
48486,15
34900,0
29683,3
3895,0
51799,16
7409,0
2947,0
28751,0
49766,0
8441,0
16862,7
19016,0
44845,0
45997,17
52920,17
33917,4
36459,1
25872,2
47298,2
28335,7
8819,0
6983,0
43638,0
19472,0
7851,0
36801,4
20964,2
39849,0
20158,0
58042,6
57836,2
25618,4
57238,2
14963,10
1994,0
58270,2
53698,2
28107,5
34558,2
27973,5
16608,0
31816,4
50821,10
18792,10
47896,2
46944,8
19640,0
49130,18
8217,2
24737,2
38368,12
40272,0
32652,0
56317,4
53665,2
20397,2
21245,2
15070,9
4427,0
35477,1
46185,6
29028,0
48823,6
17727,0
47057,3
6370,1
12255,0
3602,0
42525,0
9338,0
13387,1
7090,2
35645,9
47265,5
6142,9
34797,20
23720,7
17515,0
42717,1
12067,0
26252,3
27380,8
54672,4
30337,0
40040,0
10730,2
24505,0
32460,0
14390,1
53457,1
38966,20
4615,2
52585,2
15242,1
47601,1
6526,3
51764,12
3868,0
30753,0
3054,0
11286,3
56541,14
40424,0
57493,1
10354,0
45156,4
59509,6
53033,17
37576,13
44084,8
32236,0
25281,2
10166,11
21621,5
15414,1
45364,1
11888,1
36696,8
37744,0
23176,0
50484,5
47433,2
6714,0
35013,27
51556,4
16291,0
30561,7
12631,0
26404,0
3266,0
34307,27
28758,0
17185,0
16057,3
22262,1
19823,0
7400,1
46727,8
13525,0
43255,0
2172,0
55330,35
25047,22
52929,17
57467,1
36450,1
52115,0
14700,3
37582,3
5357,1
44070,8
41730,1
11040,0
10192,4
57655,18
5959,0
33310,0
52327,6
45390,1
36662,2
5165,0
44242,2
14532,0
20707,1
23182,0
50470,5
7632,12
46515,4
22050,0
42989,1
2340,0
30595,3
27522,1
13717,31
34909,0
3292,0
33774,20
40286,9
41354,3
25611,4
11424,0
5501,0
44626,0
14156,24
58279,2
15084,3
36206,0
7256,9
34551,2
19649,0
28932,0
2724,0
50828,10
13373,1
8810,0
22606,20
7064,2
47291,10
34763,2
50226,12
31211,1
12093,0
7858,1
27374,0
54686,25
43631,0
58877,21
25423,1
11616,0
36808,8
32494,1
14364,1
20151,0
44414,1
21083,1
39840,0
43890,9
23149,0
54827,2
42942,12
9763,0
48444,0
23975,0
35810,1
49596,1
3259,1
32209,0
4840,0
5992,0
10159,1
40629,0
59704,5
44289,3
45955,0
38501,3
53830,0
44887,0
15619,0
32807,1
37549,13
6519,3
50689,5
2985,0
54229,2
17972,1
9551,0
48676,6
8483,15
26609,1
38165,7
37911,15
53468,5
38959,0
56926,1
29225,11
46388,0
12864,1
9909,2
42728,1
12058,0
6941,0
9135,1
48212,7
35448,0
29017,0
47068,3
46986,2
51931,2
24708,0
39285,9
4418,0
38191,7
58848,24
11629,0
39043,24
21880,0
58074,6
15289,1
41965,0
22639,0
13942,0
6189,0
50219,12
28303,7
7867,0
18596,10
26897,0
7269,0
31820,4
28131,5
27945,5
46972,2
19676,0
49106,18
8221,2
50817,10
14955,0
15887,9
58246,10
36239,0
17388,31
28555,0
43864,6
9797,9
13728,0
34936,0
19212,12
49562,2
24398,0
52318,6
11843,1
4088,0
10991,0
58622,6
25078,22
52916,17
44873,0
57458,2
33921,4
24996,3
5368,1
34338,0
28767,0
16068,3
17986,2
49750,21
8477,0
16854,7
46344,3
7063,2
22601,0
8817,0
16434,0
50221,12
34764,2
47296,2
12094,0
2511,1
43636,0
13146,1
54681,0
57004,1
58870,24
33541,0
41161,3
11611,0
25424,1
44413,1
57838,2
5734,1
20156,0
14363,1
38995,3
39847,0
52576,2
40281,3
33773,2
57236,2
11423,0
25616,4
41353,3
53696,2
14151,24
44621,20
5506,0
15083,3
31818,4
35484,1
6383,1
50013,5
28109,5
55561,28
13374,1
28935,0
11047,0
25272,2
41737,1
10195,4
57652,18
44245,2
5162,0
22057,0
46512,4
55939,18
7635,3
27525,0
30592,20
48488,0
31440,3
34300,0
46720,8
19824,0
7407,1
22265,1
16050,0
43252,0
13522,0
27717,2
55337,28
19018,1
49768,0
42380,0
31672,3
11275,3
25040,0
24192,1
33125,1
52112,0
36457,1
37585,0
20532,10
4878,0
25286,2
40611,0
4044,1
45363,1
21626,5
37743,0
6713,0
47434,2
50483,5
28599,1
51551,4
16296,0
35014,27
30566,7
43094,8
3261,0
8689,7
26403,0
12636,0
17176,0
18902,20
51763,1
30754,0
2181,0
9569,0
26631,1
12404,13
16898,7
31686,1
32003,13
56546,19
24166,0
57494,1
40423,0
53808,0
4276,1
45151,4
44083,8
37571,0
53034,17
7097,2
17512,0
9931,0
23727,7
6145,9
34790,1
47262,5
26255,3
19488,5
12060,0
30330,0
6979,0
54675,4
24502,0
10737,2
37929,15
40047,0
58884,21
32467,0
53450,11
52582,2
4612,2
45535,0
40275,3
14999,0
33787,0
24730,0
10505,0
56310,5
32655,3
37327,4
4420,0
59358,0
51135,26
46182,6
6377,1
27989,5
47050,3
48824,6
42522,0
51909,2
3605,1
26067,0
18768,21
13380,32
52911,17
10398,4
44874,0
25843,0
36468,1
44048,8
14738,0
33926,4
28760,0
2976,0
7438,0
17981,1
27728,2
19027,1
3098,0
8470,0
16853,7
49757,3
43863,6
28552,0
50448,5
29480,4
22068,0
55906,18
34931,0
2378,1
9790,0
8642,7
22854,1
11078,0
39612,1
33328,0
11844,1
10996,0
37788,0
16639,0
27942,5
28136,5
49101,14
19671,0
46975,2
14952,0
25629,4
39276,1
15880,9
58241,10
5539,1
38196,7
20955,11
21887,0
36830,0
58073,6
20169,0
41962,3
39878,2
12897,1
35689,1
28304,7
13945,0
7860,1
8014,0
18591,13
26864,0
6348,11
30901,3
51936,2
19685,0
46981,2
18757,0
54478,5
48027,4
41398,0
39282,9
1951,1
37318,4
59367,0
10708,0
37916,0
38162,7
40078,0
21873,0
32458,0
58087,6
41996,15
51338,13
23718,7
55798,16
9132,1
6946,0
56579,19
24159,0
44880,0
53837,0
38506,3
59531,6
4249,0
28794,3
17149,2
2982,0
47639,1
35219,1
48671,6
43299,11
17975,9
9556,0
8484,15
42945,12
23972,0
48443,0
30559,7
9764,0
12609,0
35817,1
5995,0
57699,29
59703,5
38565,20
52986,17
45931,4
53068,2
58480,10
59552,6
46788,8
48612,6
17916,0
9535,0
18162,2
29417,4
42926,10
35048,0
55991,14
17318,7
19282,4
35874,0
38757,2
24308,3
39685,1
59760,1
48878,6
51169,13
29073,2
26807,3
50887,17
9363,13
3659,1
32609,10
38333,0
1932,1
44689,0
21810,10
37975,1
15219,1
56942,1
57890,28
28393,7
50289,21
9151,0
54629,4
26209,8
17788,13
29087,10
13328,0
9397,1
50873,17
31078,27
49162,19
19612,0
39215,0
14931,3
4488,1
58222,3
39027,4
25478,1
36853,0
57058,15
37981,0
41901,8
57864,28
58010,0
28367,26
9999,0
13926,4
16468,0
7803,0
44817,1
11229,4
58474,10
33945,0
25820,0
22239,1
28703,0
50619,5
6589,0
19044,1
8413,0
16830,0
49734,21
2129,0
18196,3
55965,14
7669,0
28531,0
49506,1
22837,1
55159,18
19276,4
27579,0
34952,17
5902,1
32299,4
39671,1
14569,1
44219,0
11827,1
59794,0
9952,0
23744,7
6126,1
47201,1
22696,11
51364,3
8880,3
30353,0
2586,0
18539,1
54616,5
26236,0
3454,1
32404,3
59935,1
36898,4
56141,19
24561,0
10754,11
40024,0
15226,1
21013,10
4671,2
53433,0
15828,5
10566,0
4443,1
36296,0
45764,8
53601,4
37344,0
6314,0
17743,1
23576,8
49995,5
51156,13
16691,0
26838,3
42541,0
29870,7
3666,1
26004,8
40672,0
33380,10
38768,0
1555,37
24337,0
10102,1
32252,3
20797,9
37720,0
4027,1
21645,5
42919,10
51532,4
46585,1
35077,12
6770,0
47457,1
17327,7
23112,22
42125,1
26460,1
12655,0
55192,18
34999,27
30505,5
9738,0
7490,3
35245,13
51700,7
17115,2
23320,0
6542,0
18961,0
47665,23
26652,1
12467,21
17929,3
30737,0
27780,10
24105,11
10330,12
39488,2
41592,0
37512,13
14790,2
53057,17
52185,6
15642,3
4215,0
